Fire Size,Fire Size Class,Cause Stat,Lat,Lng,State,Reported Date,Resolved Date,Days to Resolve
1.5,B,Lightning,42.83723,-122.02947,OR,2002-07-28,2002-08-10,13 days
4.0,B,Lightning,34.3527778,-94.6291667,OK,2010-08-14,2010-08-14,0 days
50.0,C,Lightning,43.58666667,-122.2583333,OR,1996-08-13,1996-08-17,4 days
30.0,C,Lightning,68.8194,-162.8267,AK,2007-07-14,2007-08-11,28 days
29.4,C,Lightning,41.2114,-117.4461,NV,2013-07-04,2013-07-05,1 days
1.3,B,Lightning,37.00663,-107.13218,CO,2015-08-28,2015-08-30,2 days
1.5,B,Lightning,33.88777778,-111.0272222,AZ,2009-05-19,2009-05-19,0 days
1.0,B,Lightning,29.09,-81.36833333,FL,2009-05-13,2009-05-13,0 days
2.0,B,Lightning,44.47277778,-120.7291667,OR,2004-08-04,2004-08-05,1 days
60.0,C,Lightning,33.45,-111.4583333,AZ,1994-08-13,1994-08-14,1 days
1.5,B,Lightning,38.64222222,-106.0163889,CO,2004-06-05,2004-06-05,0 days
1.0,B,Lightning,43.97055556,-112.93805559999998,ID,2004-07-26,2004-09-30,66 days
1.0,B,Lightning,48.58638889,-116.1744444,ID,2009-07-24,2009-07-26,2 days
1.5,B,Lightning,42.0916,-113.962,ID,1999-06-27,1999-06-27,0 days
0.8,B,Lightning,34.8628,-107.8687,NM,2000-06-04,2000-06-06,2 days
3.0,B,Lightning,64.2019,-141.8584,AK,2003-06-30,2003-07-08,8 days
11.0,C,Lightning,43.67166667,-115.6766667,ID,2011-09-13,2011-09-14,1 days
17.9,C,Lightning,31.33114999,-82.60289573,GA,2011-04-29,2011-04-29,0 days
24.0,C,Lightning,33.64777778,-116.90666670000002,CA,2004-08-14,2004-08-14,0 days
31.5,C,Lightning,46.23,-114.01833329999998,MT,2015-08-04,2015-08-05,1 days
20.0,C,Lightning,64.5163,-143.2023,AK,1999-06-11,1999-06-18,7 days
1.0,B,Lightning,33.43583333,-95.1025,TX,2011-09-19,2011-09-19,0 days
3.0,B,Lightning,35.16722222,-108.2625,NM,2012-07-08,2012-07-20,12 days
404.0,E,Lightning,33.64472222,-107.7394444,NM,2007-06-27,2007-08-10,44 days
1.0,B,Lightning,39.75,-111.5674,UT,1996-06-11,1996-06-11,0 days
1000.0,F,Lightning,29.85,-93.7611111,LA,1993-08-08,1993-08-10,2 days
393.0,E,Lightning,43.1549,-113.6211,ID,2004-08-04,2004-08-04,0 days
1.0,B,Lightning,44.06722222,-120.53555559999998,OR,1999-08-03,1999-08-04,1 days
1.8,B,Lightning,44.73,-117.6186,OR,2013-07-16,2013-07-17,1 days
200.0,D,Lightning,33.7275,-103.9378,NM,2010-08-21,2010-08-22,1 days
2.5,B,Lightning,37.40472222,-113.6980556,UT,2004-09-28,2004-09-28,0 days
87.0,C,Lightning,34.76472222,-94.72083333,OK,2011-08-31,2011-08-31,0 days
0.7,B,Lightning,41.28833333,-121.96666670000002,CA,1997-06-08,1997-06-08,0 days
1.0,B,Lightning,43.15888889,-122.4436111,OR,2009-08-08,2009-08-09,1 days
1.0,B,Lightning,30.16666667,-84.97833333,FL,1999-06-12,1999-06-12,0 days
25.0,C,Lightning,28.0661,-80.9819,FL,2011-06-17,2011-06-17,0 days
3.0,B,Lightning,26.7928,-81.8945,FL,2011-06-19,2011-06-19,0 days
0.8,B,Lightning,44.67972222,-115.4902778,ID,2001-08-18,2001-08-19,1 days
5.0,B,Lightning,43.2063,-113.9953,ID,1998-07-26,1998-07-27,1 days
0.7,B,Lightning,47.9249,-118.0428,WA,1994-07-25,1994-07-25,0 days
300.0,E,Lightning,38.3153,-109.1034,UT,1997-07-16,1997-07-19,3 days
7.0,B,Lightning,34.434635,-80.191864,SC,2011-07-13,2011-07-13,0 days
10.0,C,Lightning,38.3614,-113.2839,UT,1997-07-20,1997-07-21,1 days
5.5,B,Lightning,44.20138889,-119.4536111,OR,2009-08-03,2009-08-07,4 days
2.5,B,Lightning,35.65,-99.58333333,OK,1994-08-18,1994-08-18,0 days
2.0,B,Lightning,45.14333333,-115.1183333,ID,1994-06-22,1994-06-25,3 days
1200.0,F,Lightning,41.65643,-100.1465,NE,2012-06-30,2012-06-30,0 days
3.0,B,Lightning,47.695,-115.8377778,ID,2008-07-10,2008-07-12,2 days
5.5,B,Lightning,45.3941,-106.9573,MT,1998-05-21,1998-05-21,0 days
1.0,B,Lightning,39.3919,-115.4478,NV,2008-07-31,2008-08-01,1 days
5.0,B,Lightning,37.98333333,-105.00083329999998,CO,2001-06-23,2001-06-24,1 days
5.0,B,Lightning,48.01,-120.56,WA,2009-07-27,2009-08-01,5 days
1.0,B,Lightning,45.30166667,-106.42,MT,1998-08-21,1998-08-22,1 days
1.0,B,Lightning,41.9999,-116.0009,ID,1996-07-21,1996-07-21,0 days
54.0,C,Lightning,41.9725,-118.4594,NV,2006-07-25,2006-07-26,1 days
1.45,B,Lightning,43.0889,-77.5005,NY,2015-04-28,2015-04-28,0 days
40.0,C,Lightning,34.50555556,-111.3902778,AZ,2009-08-13,2009-09-09,27 days
1433.0,F,Lightning,35.5683,-111.4383,AZ,2013-07-05,2013-07-10,5 days
530.0,E,Lightning,66.5603,-157.1472,AK,2007-06-03,2007-06-18,15 days
4.0,B,Lightning,47.1741667,-116.131944,ID,2010-08-27,2010-09-01,5 days
9493.0,G,Lightning,45.20055556,-114.7416667,ID,2013-07-08,2013-10-04,88 days
6.25,B,Lightning,35.17722222,-84.55444444,TN,2008-08-06,2008-08-06,0 days
1.0,B,Lightning,33.02557,-93.90531,AR,2011-10-13,2011-10-13,0 days
30.0,C,Lightning,32.14166667,-109.3222222,AZ,2009-05-16,2009-05-19,3 days
1.0,B,Lightning,39.3333,-108.484,CO,1994-07-03,1994-07-04,1 days
0.75,B,Lightning,43.77444444,-103.6672222,SD,2005-06-24,2005-06-24,0 days
1.0,B,Lightning,29.9011,-81.3862,FL,2015-06-19,2015-06-19,0 days
106.0,D,Lightning,32.1431,-103.5639,NM,2014-06-18,2014-06-21,3 days
1.6,B,Lightning,31.2933,-84.99600000000001,GA,2000-08-23,2000-08-23,0 days
2.28,B,Lightning,31.121,-82.1977,GA,2002-05-31,2002-05-31,0 days
1.0,B,Lightning,42.72691518,-78.62771207,NY,2003-04-19,2003-04-19,0 days
1706.0,F,Lightning,35.7527778,-106.736389,NM,2010-10-09,2010-11-13,35 days
0.7,B,Lightning,34.2084,-110.1034,AZ,2004-09-01,2004-09-01,0 days
0.6,B,Lightning,46.1877778,-113.654722,MT,2010-09-04,2010-10-29,55 days
1.0,B,Lightning,48.88333333,-115.59,MT,2000-08-14,2000-09-20,37 days
1.4,B,Lightning,42.52714055,-76.88158641,NY,2008-04-10,2008-04-10,0 days
300.0,E,Lightning,35.5417,-101.7213,TX,1994-06-29,1994-07-01,2 days
0.96,B,Lightning,33.6074,-85.1225,GA,2000-07-19,2000-07-19,0 days
135.0,D,Lightning,33.61138889,-108.8713889,NM,2005-07-13,2005-08-06,24 days
3.7,B,Lightning,37.27694444,-113.3922222,UT,2006-07-06,2006-07-07,1 days
60.0,C,Lightning,29.7775,-82.7608,FL,2012-05-21,2012-05-29,8 days
4.6,B,Lightning,42.07222222,-105.3488889,WY,2015-07-23,2015-07-25,2 days
710.0,E,Lightning,37.87916667,-79.25388889,VA,2001-06-17,2001-06-23,6 days
8.9,B,Lightning,46.02565064,-115.9457447,ID,2012-07-09,2012-07-09,0 days
1.2,B,Lightning,34.0701,-84.9626,GA,2000-05-20,2000-05-20,0 days
104.0,D,Lightning,38.98632,-112.53785,UT,2008-07-25,2008-07-30,5 days
30.0,C,Lightning,45.13,-114.955,ID,1992-08-01,1992-08-03,2 days
1.0,B,Lightning,32.9036,-104.9375,NM,2012-04-24,2012-04-25,1 days
1.0,B,Lightning,35.31833333,-111.4466667,AZ,1994-08-30,1994-10-16,47 days
2.0,B,Lightning,29.5238,-81.3722,FL,2011-06-13,2011-06-13,0 days
2.5,B,Lightning,35.58416667,-105.3011111,NM,1999-11-07,1999-11-08,1 days
1.0,B,Lightning,42.75333333,-121.67333329999998,OR,1992-08-16,1992-08-16,0 days
2.7,B,Lightning,45.0833,-100.6379,SD,2000-08-12,2000-08-12,0 days
6500.0,G,Lightning,33.27333333,-108.495,NM,1996-06-09,1996-08-02,54 days
0.7,B,Lightning,44.47638889,-111.2152778,ID,1999-08-09,1999-08-10,1 days
1.0,B,Lightning,44.61,-118.0216667,OR,1994-08-28,1994-08-28,0 days
4.0,B,Lightning,41.25,-106.5839,WY,1996-07-02,1996-07-02,0 days
18.15,C,Lightning,31.944000000000003,-83.0221,GA,1997-08-18,1997-08-19,1 days
21.33,C,Lightning,40.88916667,-115.0663889,NV,2012-07-10,2012-07-12,2 days
4.0,B,Lightning,40.1919,-111.9194,UT,2006-09-08,2006-09-08,0 days
1.0,B,Lightning,37.6358,-114.0978,NV,2012-07-21,2012-07-22,1 days
22.9,C,Lightning,32.4134,-105.5103,NM,2004-04-02,2004-04-02,0 days
4.0,B,Lightning,34.19222222,-111.5311111,AZ,2009-06-29,2009-06-30,1 days
8.0,B,Lightning,26.4617,-81.6864,FL,2015-05-13,2015-05-13,0 days
14.6,C,Lightning,32.9667,-110.6507,AZ,1992-08-08,1992-08-09,1 days
5.0,B,Lightning,32.77,-105.84333329999998,NM,1992-07-05,1992-07-05,0 days
1.5,B,Lightning,33.7925,-108.5552778,NM,2009-07-07,2009-07-07,0 days
11.35,C,Lightning,31.11420556,-83.21548056,GA,2012-06-27,2012-06-27,0 days
1.0,B,Lightning,34.145540000000004,-93.2383,AR,2012-08-06,2012-08-06,0 days
0.59,B,Lightning,42.61959447,-73.72573611,NY,2006-05-06,2006-05-06,0 days
46.0,C,Lightning,34.46083333,-93.49388889,AR,2012-09-11,2012-09-11,0 days
9.5,B,Lightning,32.88888889,-108.3011111,NM,2009-08-03,2009-08-04,1 days
100.9,D,Lightning,29.6991,-94.055733,TX,2015-08-16,2015-08-17,1 days
5.0,B,Lightning,33.81833333,-108.8183333,NM,2003-06-04,2003-06-05,1 days
2.0,B,Lightning,32.8675,-107.75166670000002,NM,2001-06-17,2001-06-30,13 days
2.5,B,Lightning,42.6219,-123.5353,OR,2013-07-26,2013-08-07,12 days
3.0,B,Lightning,42.1993,-122.8231,OR,2014-07-31,2014-08-01,1 days
1.2,B,Lightning,42.833,-112.3073,ID,2013-07-17,2013-07-18,1 days
681.0,E,Lightning,37.2894,-113.2742,UT,2005-09-28,2005-10-02,4 days
1.0,B,Lightning,36.23666667,-118.12,CA,1992-08-12,1992-08-12,0 days
11.0,C,Lightning,34.93311,-108.07284,NM,1994-05-23,1994-05-24,1 days
0.6,B,Lightning,46.45833333,-114.89333329999998,ID,1994-08-02,1994-08-04,2 days
38.92,C,Lightning,32.44407919,-82.74461647,GA,2002-08-02,2002-08-02,0 days
40.0,C,Lightning,27.4308,-81.0456,FL,2011-09-04,2011-09-04,0 days
4.0,B,Lightning,34.73421,-93.09715,AR,2011-07-29,2011-07-29,0 days
10.0,C,Lightning,37.45305556,-113.3675,UT,2005-07-16,2005-07-21,5 days
66.8,C,Lightning,40.6044,-117.9331,NV,2011-09-11,2011-09-13,2 days
3.0,B,Lightning,41.75861111,-120.7480556,CA,2007-07-10,2007-07-13,3 days
5.0,B,Lightning,44.36,-115.505,ID,1995-07-28,1995-07-29,1 days
6343.0,G,Lightning,44.96361111,-109.31555559999998,WY,2011-08-21,2011-09-15,25 days
216.0,D,Lightning,36.5489,-113.6788,AZ,2001-07-02,2001-07-04,2 days
2.0,B,Lightning,43.1541,-77.605,NY,2014-11-13,2014-12-29,46 days
1.0,B,Lightning,35.7167,-109.1006,AZ,2000-07-26,2000-07-27,1 days
154973.0,G,Lightning,41.7822,-114.1667,NV,2007-07-18,2007-08-02,15 days
19.0,C,Lightning,34.117,-110.234,AZ,2000-09-29,2000-10-02,3 days
2.0,B,Lightning,27.7642,-81.3807,FL,2015-07-06,2015-07-06,0 days
10.0,C,Lightning,44.03333333,-122.515,OR,1996-08-26,1996-08-26,0 days
5002.9,G,Lightning,48.24652,-118.70904,WA,2014-08-02,2014-09-05,34 days
3.0,B,Lightning,31.491,-97.274,TX,2011-09-22,2011-09-23,1 days
5.0,B,Lightning,42.25,-113.735,ID,1996-09-10,1996-09-10,0 days
50.0,C,Lightning,30.76898993,-82.80955551,GA,2011-08-31,2011-08-31,0 days
1.5,B,Lightning,33.4736,-109.503,AZ,2005-07-18,2005-07-19,1 days
1.0,B,Lightning,38.628333000000005,-122.648667,CA,2013-06-12,2013-06-12,0 days
1.0,B,Lightning,42.45333333,-111.53333329999998,ID,1994-09-01,1994-09-03,2 days
10.0,C,Lightning,35.935,-105.865,NM,1992-08-03,1992-08-22,19 days
3.0,B,Lightning,33.48,-107.85666670000002,NM,1994-07-21,1994-07-21,0 days
1.1,B,Lightning,45.91,-115.6608333,ID,2014-08-04,2014-08-07,3 days
2.5,B,Lightning,48.91138889,-118.1505556,WA,2003-08-06,2003-08-08,2 days
0.75,B,Lightning,44.33694444,-104.1661111,WY,2006-07-13,2006-07-13,0 days
1.0,B,Lightning,29.0415,-80.9675,FL,2011-08-22,2011-08-22,0 days
120.0,D,Lightning,32.1684046,-110.1427135,AZ,1993-06-16,1993-06-16,0 days
2.1,B,Lightning,45.2286,-105.5406,MT,2007-07-18,2007-07-20,2 days
174.0,D,Lightning,42.7925,-113.8417,ID,2013-06-29,2013-06-30,1 days
245.0,D,Lightning,47.06333333,-113.82,MT,1998-09-02,1998-09-05,3 days
1.0,B,Lightning,45.6003,-104.2055,MT,1998-09-08,1998-09-08,0 days
0.88,B,Lightning,40.9565,-73.8419,NY,2014-08-07,2014-10-15,69 days
1.5,B,Lightning,36.49333333,-112.35833329999998,AZ,1996-08-30,1996-08-31,1 days
20.0,C,Lightning,45.56833333,-114.87333329999998,ID,2013-08-14,2013-10-08,55 days
2.0,B,Lightning,34.44888889,-111.7152778,AZ,2003-05-28,2003-05-28,0 days
419884.0,G,Lightning,65.7467,-152.2315,AK,2004-06-12,2004-10-22,132 days
20.0,C,Lightning,67.3425,-146.8911,AK,2007-07-23,2007-08-10,18 days
2.0,B,Lightning,29.14,-81.53,FL,1993-07-13,1993-07-13,0 days
3.0,B,Lightning,30.33666667,-84.30166667,FL,1993-06-10,1993-06-10,0 days
79.0,C,Lightning,37.6717,-109.0507,UT,2006-06-07,2006-06-11,4 days
90.0,C,Lightning,45.93611111,-113.6013889,MT,2013-08-27,2013-09-27,31 days
1.0,B,Lightning,38.28,-108.3063889,CO,2011-07-15,2011-07-17,2 days
1.0,B,Lightning,47.05666667,-115.48,ID,1994-08-12,1994-08-13,1 days
2.5,B,Lightning,40.8011,-114.1664,NV,2009-08-14,2009-08-14,0 days
90.0,C,Lightning,26.5506,-82.0968,FL,2014-07-24,2014-07-24,0 days
2.5,B,Lightning,46.7,-109.1841,MT,1994-07-03,1994-07-04,1 days
1.0,B,Lightning,33.16722222,-108.33305559999998,NM,1999-06-19,1999-06-21,2 days
1.0,B,Lightning,43.21506884,-73.33830512,NY,2009-05-02,2009-05-02,0 days
3.0,B,Lightning,66.7069,-145.441,AK,2003-06-25,2003-06-26,1 days
1.0,B,Lightning,26.5984,-81.5846,FL,2015-05-31,2015-05-31,0 days
135.0,D,Lightning,31.825,-109.3466667,AZ,1998-07-11,1998-07-17,6 days
1.0,B,Lightning,44.64611111,-104.4366667,WY,2005-05-07,2005-05-07,0 days
1.0,B,Lightning,35.38583333,-108.41916670000002,NM,2000-09-04,2000-09-05,1 days
8.8,B,Lightning,29.178,-82.7259,FL,2013-06-25,2013-06-25,0 days
13556.3,G,Lightning,64.293,-157.47933,AK,2015-06-21,2015-08-19,59 days
3.0,B,Lightning,48.94733,-113.0969,MT,2013-06-02,2013-06-02,0 days
34.0,C,Lightning,26.2469,-81.2489,FL,2007-05-05,2007-05-07,2 days
1.5,B,Lightning,46.51444444,-114.4836111,ID,2013-07-10,2013-07-18,8 days
50.0,C,Lightning,32.16888889,-95.2675,TX,2011-06-07,2011-06-07,0 days
66.0,C,Lightning,32.3001,-105.7505,NM,1993-06-01,1993-06-03,2 days
4.0,B,Lightning,41.39555556,-116.0247222,NV,2015-07-08,2015-07-09,1 days
2.0,B,Lightning,29.1343,-82.4116,FL,2011-04-26,2011-04-26,0 days
12.5,C,Lightning,32.2142,-109.4633,AZ,2012-06-29,2012-07-03,4 days
5.0,B,Lightning,43.3172,-101.1085,SD,1997-08-26,1997-08-26,0 days
1.3,B,Lightning,34.41027778,-111.3177778,AZ,2011-08-03,2011-08-04,1 days
98.0,C,Lightning,44.11611111,-118.5219444,OR,2007-06-02,2007-06-08,6 days
1.5,B,Lightning,36.45194444,-112.3669444,AZ,2001-07-16,2001-07-17,1 days
10.0,C,Lightning,40.6567,-116.0356,NV,2012-08-08,2012-08-09,1 days
10.0,C,Lightning,31.115,-101.9716667,TX,2011-06-24,2011-06-24,0 days
75.0,C,Lightning,25.4333,-80.9333,FL,2008-08-15,2008-08-16,1 days
0.54,B,Lightning,30.744,-82.4772,GA,1998-07-01,1998-07-01,0 days
1.0,B,Lightning,43.14603437,-74.4891175,NY,2005-07-01,2005-07-01,0 days
4.0,B,Lightning,44.89666667,-115.8316667,ID,1997-08-14,1997-08-16,2 days
10.0,C,Lightning,43.1986,-102.4991,SD,2002-06-21,2002-06-23,2 days
0.81,B,Lightning,41.10048096,-74.0193248,NY,2003-04-19,2003-04-19,0 days
5.0,B,Lightning,47.8283,-118.2769,WA,2012-07-18,2012-08-04,17 days
11507.0,G,Lightning,35.72013,-103.36203,NM,2011-07-09,2011-07-10,1 days
1.5,B,Lightning,42.2354,-119.7124,OR,1999-08-04,1999-08-04,0 days
1.5,B,Lightning,43.974239,-115.838128,ID,2011-06-24,2011-06-25,1 days
1.3,B,Lightning,45.33555556,-116.1766667,ID,2012-07-09,2012-07-12,3 days
2.0,B,Lightning,36.26888889,-118.6875,CA,2006-07-23,2006-07-31,8 days
25.0,C,Lightning,45.3503,-106.9756,MT,2004-05-08,2004-05-09,1 days
1.09,B,Lightning,42.5318,-73.4219,NY,2014-04-21,2014-09-08,140 days
33.0,C,Lightning,46.46416667,-114.98555559999998,ID,2012-09-01,2012-11-05,65 days
2.0,B,Lightning,47.8675,-115.5130556,MT,2011-07-31,2011-08-05,5 days
26.0,C,Lightning,33.23333333,-79.9,SC,1993-07-30,1993-08-01,2 days
7.0,B,Lightning,40.53818333,-78.05477222,PA,2002-07-11,2002-07-11,0 days
8.0,B,Lightning,29.2492,-82.7654,FL,2012-07-10,2012-07-10,0 days
0.6,B,Lightning,37.4775,-113.63,UT,2004-08-10,2004-08-10,0 days
580.0,E,Lightning,66.6325,-150.9908,AK,2011-07-07,2011-07-19,12 days
1670.0,F,Lightning,44.2374,-117.0935,OR,2006-08-22,2006-08-23,1 days
5.4,B,Lightning,44.4183,-121.1119,OR,2011-08-24,2011-08-29,5 days
1.5,B,Lightning,33.49833333,-107.91,NM,1996-06-22,1996-06-22,0 days
1.0,B,Lightning,33.79313,-109.86562,AZ,2009-10-21,2009-10-21,0 days
5.0,B,Lightning,35.31666667,-112.0083333,AZ,1994-07-24,1994-07-26,2 days
0.8,B,Lightning,36.7667,-109.284,AZ,1993-07-25,1993-07-26,1 days
9735.9,G,Lightning,66.9511,-150.5536,AK,2009-07-04,2009-09-23,81 days
50.0,C,Lightning,38.8026,-102.774,CO,2010-09-20,2010-09-20,0 days
4.0,B,Lightning,33.79313,-92.77473,AR,2011-09-17,2011-09-17,0 days
2.0,B,Lightning,33.95666667,-108.89166670000002,NM,1996-06-09,1996-06-09,0 days
20.0,C,Lightning,65.5119,-143.8464,AK,2009-07-29,2009-09-03,36 days
20.0,C,Lightning,35.48158717,-113.7363778,AZ,1994-06-30,1994-06-30,0 days
200.0,D,Lightning,43.4765,-119.8861,OR,2001-08-10,2001-09-24,45 days
87.4,C,Lightning,42.7208,-112.5708,ID,2014-07-22,2014-07-24,2 days
22.0,C,Lightning,37.11557,-112.02735,UT,1999-06-16,1999-06-17,1 days
1000.0,F,Lightning,45.49194444,-109.0841667,MT,2006-07-11,2006-07-15,4 days
2386.0,F,Lightning,48.969190000000005,-114.23541000000002,MT,2000-07-22,2000-11-01,102 days
5.0,B,Lightning,47.7,-108.834,MT,1996-08-30,1996-08-31,1 days
350.0,E,Lightning,48.773,-119.5355,WA,2013-08-10,2013-09-09,30 days
2.0,B,Lightning,33.61666667,-108.5,NM,1993-07-14,1993-07-15,1 days
17524.0,G,Lightning,42.8573,-123.5851,OR,2013-07-26,2013-09-30,66 days
23.3,C,Lightning,47.69111111,-104.0436111,MT,2006-08-09,2006-08-09,0 days
3.0,B,Lightning,43.4916,-106.5859,WY,2000-07-21,2000-07-22,1 days
8.0,B,Lightning,27.7737,-82.1037,FL,2013-06-28,2013-07-01,3 days
40.0,C,Lightning,41.9691,-118.3399,NV,1995-09-06,1995-09-06,0 days
1.0,B,Lightning,43.78638889,-114.4311111,ID,2008-07-22,2008-07-22,0 days
1.0,B,Lightning,35.7025,-105.6847222,NM,2000-06-13,2000-06-13,0 days
2.0,B,Lightning,37.88361111,-108.7591667,CO,1994-08-22,1994-08-23,1 days
103.0,D,Lightning,44.7247,-120.0619,OR,2012-07-18,2012-07-22,4 days
440.0,E,Lightning,34.376389,-103.832778,NM,2011-07-22,2011-07-22,0 days
1.5,B,Lightning,43.73,-122.3966667,OR,1996-08-26,1996-08-26,0 days
1.0,B,Lightning,43.40944444,-111.3261111,ID,2000-09-17,2000-09-17,0 days
2.5,B,Lightning,40.06833333,-111.4033333,UT,2008-07-24,2008-07-25,1 days
1.0,B,Lightning,43.57286,-103.42992,SD,2000-08-03,2000-08-03,0 days
4.0,B,Lightning,34.81694444,-106.35,NM,2000-08-30,2000-08-31,1 days
2.0,B,Lightning,33.71611111,-111.2177778,AZ,2005-06-21,2005-06-21,0 days
7000.0,G,Lightning,46.02444444,-114.09166670000002,MT,2000-08-01,2000-11-30,121 days
1.0,B,Lightning,35.59155,-109.22157,AZ,2009-09-04,2009-09-05,1 days
6.0,B,Lightning,26.17676,-81.32368000000001,FL,1998-07-06,1998-07-06,0 days
86.8,C,Lightning,47.72222222,-104.0,ND,2007-08-07,2007-08-08,1 days
30.0,C,Lightning,40.6999,-120.5511,CA,1992-08-12,1992-08-13,1 days
1.0,B,Lightning,33.820640000000004,-92.65148,AR,2012-07-05,2012-07-05,0 days
0.8,B,Lightning,39.46888889,-120.1672222,CA,2004-08-13,2004-08-13,0 days
5.52,B,Lightning,31.3266,-81.797,GA,1993-07-24,1993-07-24,0 days
2.9,B,Lightning,46.51666667,-113.78333329999998,MT,1992-06-23,1992-06-25,2 days
25.0,C,Lightning,46.44666667,-114.9316667,ID,1994-08-14,1994-10-04,51 days
1.0,B,Lightning,48.77636,-121.09565,WA,2013-08-14,2013-09-30,47 days
18.0,C,Lightning,33.622471999999995,-105.742667,NM,2011-09-03,2011-09-03,0 days
1.32,B,Lightning,33.0756,-83.7089,GA,2000-06-25,2000-06-25,0 days
10.0,C,Lightning,34.88333333,-77.13333333,NC,1995-04-30,1995-04-30,0 days
22193.0,G,Lightning,65.2413,-157.2548,AK,2004-07-16,2004-09-28,74 days
4.0,B,Lightning,34.36833333,-111.1383333,AZ,1996-07-05,1996-07-05,0 days
25230.0,G,Lightning,67.65,-144.0833,AK,2003-06-27,2003-08-28,62 days
1865.0,F,Lightning,40.83388889,-121.5422222,CA,2009-08-02,2009-08-02,0 days
10.0,C,Lightning,41.10543375,-104.2737801,WY,2005-07-23,2005-07-23,0 days
2518.6,F,Lightning,58.83,-156.4,AK,2015-06-20,2015-08-26,67 days
780.0,E,Lightning,36.97805556,-102.5830556,OK,2005-07-24,2005-07-25,1 days
5.2,B,Lightning,47.5675,-115.4575,MT,2003-07-20,2003-07-25,5 days
60.0,C,Lightning,35.1,-119.8676,CA,1997-05-17,1997-05-18,1 days
0.7,B,Lightning,31.2581,-82.0574,GA,2000-07-07,2000-07-07,0 days
1.0,B,Lightning,33.89133333,-94.56466668,OK,2003-03-27,2003-03-27,0 days
1.5,B,Lightning,47.641000000000005,-108.625,MT,1997-09-14,1997-09-14,0 days
10.0,C,Lightning,36.8958,-112.4916,AZ,2000-05-12,2000-08-12,92 days
1.7,B,Lightning,35.73333333,-106.45,NM,1993-07-22,1993-08-03,12 days
1.5,B,Lightning,44.68333333,-118.59166670000002,OR,1996-08-15,1996-08-15,0 days
1730.0,F,Lightning,33.1889,-110.8346,AZ,1995-08-08,1995-08-10,2 days
801.0,E,Lightning,35.32833333,-105.53166670000002,NM,2007-06-25,2007-07-25,30 days
2.0,B,Lightning,40.882231,-120.873889,CA,2003-07-30,2003-07-31,1 days
2.0,B,Lightning,42.98809,-116.66044,ID,1999-08-08,1999-08-11,3 days
4.0,B,Lightning,37.56638889,-113.4927778,UT,2000-08-04,2000-08-06,2 days
43.0,C,Lightning,37.85137,-119.4185,CA,2015-08-02,2015-10-18,77 days
609.0,E,Lightning,40.4499,-116.9343,NV,1999-08-18,1999-08-24,6 days
1.0,B,Lightning,27.7806,-80.9354,FL,2011-06-17,2011-06-17,0 days
5.5,B,Lightning,44.6144,-101.7482,SD,2012-08-01,2012-08-01,0 days
1.5,B,Lightning,48.04,-120.3033333,WA,1999-08-07,1999-08-07,0 days
1016.0,F,Lightning,40.4416,-119.5744,NV,1994-07-16,1994-07-19,3 days
261.0,D,Lightning,43.25449,-115.66505,ID,2000-07-17,2000-07-18,1 days
39.0,C,Lightning,33.27495,-95.50181667,TX,2011-09-24,2011-09-24,0 days
1.0,B,Lightning,40.0324,-116.782,NV,2002-06-24,2002-06-25,1 days
160.0,D,Lightning,29.98666667,-84.59833333,FL,1998-06-30,1998-07-01,1 days
16.4,C,Lightning,39.4083,-108.8122,CO,2006-06-21,2006-06-22,1 days
35.0,C,Lightning,32.67833333,-109.8233333,AZ,1993-05-27,1993-06-03,7 days
5.0,B,Lightning,30.761,-82.1389,GA,1995-08-18,1995-08-18,0 days
4.1,B,Lightning,45.3347,-101.4182,SD,2002-06-28,2002-06-28,0 days
1.9,B,Lightning,33.52083333,-108.6166667,NM,2008-04-13,2008-04-13,0 days
8.0,B,Lightning,39.7599,-117.5009,NV,1996-06-07,1996-06-08,1 days
5.0,B,Lightning,42.08947,-102.6578,NE,2014-07-25,2014-07-25,0 days
8100.0,G,Lightning,37.41,-113.3377778,UT,2002-07-14,2002-08-28,45 days
1.5,B,Lightning,45.6297,-106.6817,MT,1998-07-13,1998-07-13,0 days
10.0,C,Lightning,34.37416667,-100.4923333,TX,2011-09-21,2011-09-21,0 days
1.0,B,Lightning,37.34912,-112.96562,UT,2001-07-10,2001-07-24,14 days
108.0,D,Lightning,26.8232,-80.2621,FL,2015-07-08,2015-07-13,5 days
0.8,B,Lightning,38.28777778,-105.2625,CO,2003-08-10,2003-08-10,0 days
80.0,C,Lightning,34.88138889,-92.9,AR,1995-08-20,1995-08-23,3 days
9.6,B,Lightning,31.5152,-81.9362,GA,2002-06-03,2002-06-03,0 days
2.0,B,Lightning,28.1602,-82.6229,FL,2015-09-26,2015-09-26,0 days
383.0,E,Lightning,44.36944444,-121.8122222,OR,1999-08-02,1999-08-07,5 days
1.0,B,Lightning,40.5655,-108.3245,CO,2009-08-07,2009-08-07,0 days
0.8,B,Lightning,45.14416667,-117.02,OR,1996-08-22,1996-08-23,1 days
8834.0,G,Lightning,41.6499,-118.6335,NV,1999-08-24,1999-08-27,3 days
1.5,B,Lightning,45.5331,-106.1861,MT,2006-08-14,2006-08-15,1 days
86.0,C,Lightning,44.50222222,-120.5722222,OR,2013-09-05,2013-10-23,48 days
1.5,B,Lightning,33.64166667,-107.7583333,NM,1995-06-28,1995-06-29,1 days
